@relation rbf
@attribute atributo1 real
@attribute atributo2 real
@attribute Class {1,2,3,6,7}
@data
0.521222462,0.809606806,2
0.5360217,0.541980879,3
0.527196925,0.812680627,2
0.22747323,0.136185061,1
0.579237271,0.795236721,2
0.210693934,0.058892768,1
0.221931272,0.150760385,1
0.566692395,0.621668542,3
0.494422062,0.822884226,2
0.530472632,0.806597476,2
0.55466773,0.515711523,3
0.55133114,0.55275281,3
0.63365358,0.537047537,3
0.509606499,0.829314564,2
0.601542612,0.541969907,3
0.265220782,0.125471047,1
0.586601698,0.562699416,3
0.511034597,0.791292914,2
0.525329367,0.866917155,2
0.268600299,0.135974241,1
0.521444792,0.808613654,2
0.51902103,0.820718907,2
0.542589885,0.598250062,3
0.232912549,0.118740509,1
0.582810391,0.563142516,3
0.502017788,0.873203844,2
0.268688888,0.10772383,1
0.548656067,0.531324279,3
0.212714634,0.103314522,1
0.225042796,0.148021469,1
0.492501641,0.846291922,2
0.178109328,0.132786433,1
0.614040538,0.557704594,3
0.250515523,0.108849218,1
0.227708451,0.182551532,1
0.548248867,0.555538154,3
0.233573622,0.045749136,1
0.231087272,0.114854919,1
0.588927833,0.609934621,3
0.566855477,0.496480589,3
0.539227102,0.562771384,3
0.220528104,0.118762368,1
0.599319373,0.608855109,3
0.578530938,0.786484227,2
0.227936006,0.085847152,1
0.512615921,0.848057497,2
0.188530702,0.136917484,1
0.204695256,0.134132158,1
0.201445644,0.050272867,1
0.516285232,0.799703514,2
0.577201782,0.527589485,3
0.552336447,0.550439395,3
0.283603193,0.076842244,1
0.509976481,0.83123699,2
0.185224326,0.10807807,1
0.246281708,0.079629868,1
0.537413999,0.584641172,3
0.635286487,0.570777083,3
0.530990532,0.803077499,2
0.591119701,0.533387774,3
0.505359378,0.854989945,2
0.502531563,0.814081547,2
0.527109915,0.848134864,2
0.19599894,0.143713665,1
0.637767592,0.542057887,3
0.616164514,0.577485803,3
0.570720728,0.580561235,3
0.236845337,0.071705813,1
0.548473941,0.788712305,2
0.474965321,0.820538562,2
0.259643061,0.169333217,1
0.263441963,0.091353118,1
0.268379065,0.110798973,1
0.524966374,0.792978891,2
0.260484273,0.067021532,1
0.230883485,0.113520515,1
0.254760936,0.120943858,1
0.246397231,0.162921812,1
0.569772332,0.547180758,3
0.496158291,0.830784677,2
0.260720048,0.152208748,1
0.225333542,0.104017659,1
0.658377664,0.569880816,3
0.59137925,0.554381097,3
0.199920091,0.105210346,1
0.228326167,0.128771371,1
0.582478968,0.840408782,2
0.198472159,0.17172165,1
0.166811363,0.092254865,1
0.209826351,0.123912931,1
0.524668499,0.81148154,2
0.524513502,0.540495509,3
0.55808449,0.798349908,2
0.244885134,0.125830305,1
0.238367966,0.15112879,1
0.244408487,0.098011835,1
0.197113284,0.057214677,1
0.256961929,0.052850105,1
0.58338683,0.58332782,3
0.538789875,0.802192547,2
0.518935065,0.750653582,2
0.588310988,0.802253763,2
0.588253068,0.559398321,3
0.586464278,0.531882695,3
0.600122628,0.552213993,3
0.643276286,0.591800917,3
0.541202983,0.557768446,3
0.254704679,0.130278011,1
0.234919188,0.119884952,1
0.582090318,0.565673087,3
0.571617697,0.78566111,2
0.546295574,0.754325527,2
0.225110713,0.125046005,1
0.497235895,0.802631242,2
0.51554391,0.857513397,2
0.583784926,0.563943323,3
0.222338538,0.107257794,1
0.586762351,0.548357872,3
0.250061648,0.138920941,1
0.520413537,0.796915056,2
0.584156219,0.551888074,3
0.638351542,0.51402195,3
0.207049393,0.115839329,1
0.20293,0.141521606,1
0.522640167,0.804390043,2
0.467985392,0.794393407,2
0.530676989,0.848566373,2
0.599974899,0.595361475,3
0.283893432,0.095730253,1
0.593308842,0.572494149,3
0.593469173,0.556251482,3
0.513588384,0.762742509,2
0.506191951,0.80897992,2
0.230999404,0.140039748,1
0.494749181,0.776166348,2
0.524638551,0.802300618,2
0.492984284,0.797602805,2
0.607975877,0.554757239,3
0.570252954,0.819646307,2
0.582392558,0.566510037,3
0.580512954,0.557653536,3
0.560820951,0.858377876,2
0.520923984,0.814121861,2
0.238765768,0.123046851,1
0.643294301,0.578792746,3
0.253577955,0.121854474,1
0.587527444,0.565265421,3
0.566173307,0.803067302,2
0.542061427,0.598406994,3
0.600006854,0.572598043,3
0.649170482,0.552703079,3
0.550472503,0.553667906,3
0.509284208,0.866815398,2
0.485237176,0.825461371,2
0.643313719,0.554011222,3
0.205632727,0.100816281,1
0.571654647,0.561565633,3
0.527018252,0.806906751,2
0.61741878,0.508125199,3
0.486800347,0.812818403,2
0.246443724,0.120461813,1
0.516124276,0.81616733,2
0.237148673,0.141149733,1
0.194100557,0.058511174,1
0.240915109,0.051022122,1
0.246175456,0.123120656,1
0.523270266,0.809353336,2
0.529824867,0.824766813,2
0.272536257,0.067552583,1
0.549144094,0.838110309,2
0.55022691,0.847392426,2
0.491628975,0.822025517,2
0.206748288,0.078267894,1
0.202027961,0.161541231,1
0.207551435,0.102503806,1
0.595346136,0.609879855,3
0.609867035,0.58088442,3
0.287072193,0.084295257,1
0.523097705,0.811881341,2
0.233907516,0.177580248,1
0.459623068,0.794451224,2
0.478141755,0.8426368,2
0.504229245,0.801219108,2
0.550141918,0.606156636,3
0.272209737,0.066197838,1
0.586978419,0.552443817,3
0.548753044,0.837177016,2
0.591581333,0.558777966,3
0.515412863,0.818399825,2
0.495193083,0.778600189,2
0.231871747,0.115165718,1
0.591140068,0.566005877,3
0.586511442,0.569583236,3
0.222520776,0.111617967,1
0.653722124,0.535726023,3
0.263334179,0.114579254,1
0.187002476,0.081749718,1
0.55848636,0.756022407,2
0.627193219,0.596499334,3
0.598883074,0.539553863,3
0.527923309,0.590305524,3
0.609042173,0.605112458,3
0.529368246,0.578639388,3
0.181051672,0.146190431,1
0.592481967,0.556320806,3
0.613684004,0.544328366,3
0.247369824,0.146112995,1
0.219778583,0.069535232,1
0.51877005,0.828390325,2
0.573007453,0.501616745,3
0.290394009,0.125142656,1
0.214785717,0.096190337,1
0.189291656,0.07801257,1
0.211634313,0.142908235,1
0.584222713,0.615262818,3
0.249661253,0.080252542,1
0.24920875,0.116686008,1
0.256618324,0.125415576,1
0.487988783,0.801298805,2
0.192492565,0.081919512,1
0.566008214,0.824529186,2
0.564910777,0.576660916,3
0.284995794,0.148622697,1
0.292446527,0.096940689,1
0.541708844,0.876239618,2
0.580334075,0.597986513,3
0.562429238,0.779370932,2
0.227448384,0.130694205,1
0.280708952,0.113182435,1
0.530638877,0.845145602,2
0.195626122,0.06424165,1
0.582355113,0.598199197,3
0.270518652,0.094657338,1
0.609874032,0.568314108,3
0.227436352,0.070442243,1
0.589588165,0.561305574,3
0.256165342,0.132418552,1
0.550997127,0.585157123,3
0.276553367,0.106044594,1
0.516463651,0.819383953,2
0.27659887,0.135526096,1
0.509314701,0.808456146,2
0.225233203,0.124208198,1
0.25128319,0.168819008,1
0.60981071,0.513615062,3
0.538253714,0.790885577,2
0.585672235,0.550835039,3
0.229759599,0.114515267,1
0.53226738,0.857179605,2
0.262048591,0.071116022,1
0.245525033,0.113996931,1
0.193409416,0.158685903,1
0.554055032,0.551155781,3
0.579228974,0.55064563,3
0.247279771,0.079031624,1
0.283712414,0.123207984,1
0.476634007,0.790434105,2
0.206953975,0.118394904,1
0.544661429,0.819094364,2
0.197239152,0.101392898,1
0.219917128,0.095524477,1
0.574477859,0.55554036,3
0.200585189,0.112622402,1
0.248902368,0.156749258,1
0.578611651,0.818662973,2
0.224410353,0.131339729,1
0.588435042,0.532599614,3
0.555925912,0.589065895,3
0.49796714,0.82140229,2
0.173483579,0.124029426,1
0.235158479,0.067389551,1
0.520334002,0.817921455,2
0.223263032,0.054470595,1
0.201717526,0.135941223,1
0.577444789,0.589088669,3
0.240553939,0.112229318,1
0.233932803,0.172334895,1
0.590357275,0.567922052,3
0.212015138,0.151954569,1
0.603790411,0.542758293,3
0.603593794,0.507384802,3
0.575888501,0.52602474,3
0.563993818,0.549805952,3
0.238126828,0.111875855,1
0.56000647,0.557276259,3
0.53887872,0.598626596,3
0.541322037,0.825697236,2
0.242965384,0.114121797,1
0.203300014,0.125134247,1
0.518708992,0.833015831,2
0.621293296,0.561136153,3
0.630534312,0.545964097,3
0.617705912,0.551981321,3
0.550976866,0.772944382,2
0.552698029,0.835150944,2
0.257114415,0.107567112,1
0.245083513,0.152670225,1
0.570923215,0.821638664,2
0.251497317,0.082579251,1
0.621081495,0.578790952,3
0.237481613,0.110421549,1
0.520182749,0.814007314,2
0.601994516,0.556025361,3
0.257355505,0.098887977,1
0.205261261,0.106209698,1
0.553198136,0.803236371,2
0.286632891,0.111310796,1
0.243496872,0.129893387,1
0.535207187,0.589487863,3
0.229425473,0.11833205,1
0.240400806,0.11059605,1
0.178294698,0.085732638,1
0.497200957,0.823921086,2
0.516820177,0.837999975,2
0.212702952,0.07261039,1
0.525360611,0.816322723,2
0.605785064,0.569510644,3
0.557749663,0.565306548,3
0.580629042,0.570215965,3
0.572885092,0.510910268,3
0.655378229,0.557505884,3
0.561756793,0.600186341,3
0.558707727,0.805440907,2
0.591877783,0.597018144,3
0.229118015,0.125824266,1
0.609236934,0.621202914,3
0.604902573,0.5280877,3
0.569184733,0.6093378,3
0.537783513,0.802255221,2
0.542550719,0.775546093,2
0.601587811,0.518554768,3
0.230984509,0.116204521,1
0.246947289,0.099892116,1
0.277169059,0.104792757,1
0.573726192,0.571894474,3
0.620415077,0.533657751,3
0.615911383,0.595523495,3
0.552895375,0.601150301,3
0.237309259,0.113361303,1
0.633073547,0.590264671,3
0.516799012,0.773019061,2
0.635033448,0.586569094,3
0.486700635,0.850687157,2
0.254610169,0.078864213,1
0.543158707,0.781177993,2
0.527157267,0.829651252,2
0.481839859,0.83106376,2
0.550111279,0.789610437,2
0.498042894,0.851111322,2
0.556148846,0.794307428,2
0.181153292,0.129384521,1
0.195122969,0.129304467,1
0.498782254,0.824485082,2
0.212222352,0.072734177,1
0.5928873,0.56474173,3
0.597505372,0.570443561,3
0.216258519,0.146028604,1
0.530668261,0.745800399,2
0.543302697,0.78328468,2
0.596337978,0.531027467,3
0.628665911,0.526852097,3
0.280178554,0.11650988,1
0.236689606,0.104719541,1
0.627874404,0.550276698,3
0.534774438,0.823699395,2
0.212497191,0.104001359,1
0.249317427,0.110748066,1
0.519757912,0.557927085,3
0.277385553,0.099335462,1
0.522202665,0.799649645,2
0.602543006,0.55040916,3
0.221737866,0.062363384,1
0.235939016,0.098489164,1
0.631956008,0.564570873,3
0.169342289,0.087853658,1
0.204700572,0.111830716,1
0.550600232,0.77471899,2
0.572545125,0.619484088,3
0.560814242,0.515728831,3
0.191526404,0.130084129,1
0.210509823,0.111933781,1
0.601885154,0.547139571,3
0.555940862,0.560376366,3
0.230924261,0.073081811,1
0.539710475,0.820663886,2
0.527627357,0.866246607,2
0.168065188,0.127519837,1
0.17335422,0.09375839,1
0.220829824,0.121966045,1
0.261400452,0.14378767,1
0.229262713,0.119493369,1
0.589090593,0.556674188,3
0.538191139,0.801095322,2
0.290020232,0.125649478,1
0.588271789,0.605947324,3
0.485831138,0.793713281,2
0.290969371,0.106465669,1
0.540193313,0.54967674,3
0.483054689,0.765252682,2
0.190640862,0.117608466,1
0.512241441,0.799933935,2
0.231882611,0.11253852,1
0.598019364,0.539319335,3
0.258110496,0.162874544,1
0.58424769,0.573750206,3
0.196503957,0.118459437,1
0.525381464,0.807190187,2
0.608884069,0.602242399,3
0.512036017,0.756162235,2
0.525266124,0.755274415,2
0.587053508,0.551425626,3
0.600513216,0.514728293,3
0.593832448,0.564911065,3
0.212265373,0.172836834,1
0.245402067,0.098375612,1
0.552106871,0.826751298,2
0.21665841,0.107786375,1
0.283445044,0.105657437,1
0.548012289,0.843524274,2
0.183280247,0.152733756,1
0.60248033,0.608518986,3
0.52428491,0.800698406,2
0.611083061,0.507719182,3
0.245594987,0.061473921,1
0.236171463,0.131380714,1
0.241388103,0.073466207,1
0.58886096,0.563333258,3
0.541583456,0.573832691,3
0.214139322,0.15377264,1
0.536222092,0.801556388,2
0.456010945,0.820525918,2
0.616497015,0.586481135,3
0.287922877,0.109669246,1
0.189106567,0.168636722,1
0.282830221,0.130117488,1
0.177663494,0.082597307,1
0.238355516,0.115537374,1
0.201328421,0.05170292,1
0.235380038,0.120644839,1
0.222636269,0.082570373,1
0.239938984,0.081300051,1
0.494268508,0.808650455,2
0.496039401,0.750493623,2
0.465071635,0.810270338,2
0.265738998,0.154417964,1
0.222305408,0.095033192,1
0.521056673,0.813773344,2
0.247523938,0.082037046,1
0.276425228,0.063471203,1
0.251948071,0.126429156,1
0.56789749,0.514130563,3
0.504396611,0.864963645,2
0.174204255,0.083450643,1
0.262484069,0.103331462,1
0.228010251,0.159497586,1
0.540073712,0.823558161,2
0.191153087,0.089413206,1
0.609858275,0.520915478,3
0.258608755,0.152069633,1
0.522403723,0.813269002,2
0.584261104,0.583084577,3
0.536895152,0.809526235,2
0.494224689,0.83472737,2
0.200278175,0.138664286,1
0.266340623,0.092335564,1
0.570085393,0.862614351,2
0.268177222,0.147041305,1
0.595737033,0.531176798,3
0.238299467,0.059092581,1
0.228315111,0.100720704,1
0.534181935,0.817098919,2
0.58859627,0.570621604,3
0.217351461,0.052531895,1
0.511689513,0.804119857,2
0.560803584,0.564147639,3
0.274211261,0.06858,1
0.541580381,0.550641232,3
0.52478343,0.792031938,2
0.591095509,0.578122669,3
0.233440593,0.110030227,1
0.20537088,0.168254573,1
0.206634388,0.088753789,1
0.623271856,0.582886265,3
0.549568824,0.788757182,2
0.59201667,0.621196483,3
0.585428795,0.550633476,3
0.264461257,0.093243496,1
0.653892175,0.581882079,3
0.557823529,0.505832289,3
0.513382741,0.800047905,2
0.225607934,0.116606692,1
0.530279456,0.815309091,2
0.561950102,0.570050726,3
0.286667802,0.150537664,1
0.236768548,0.06721672,1
0.590257061,0.557090044,3
0.216216743,0.162904927,1
0.562415018,0.508560488,3
0.24817322,0.094818732,1
0.262190045,0.108875788,1
0.583115495,0.78899608,2
0.545857865,0.579574422,3
0.589796423,0.557621011,3
0.528034095,0.857860283,2
0.230763268,0.092037103,1
0.55202027,0.5064414,3
0.584838812,0.569180306,3
0.213366052,0.157478129,1
0.516668635,0.744010812,2
0.595055296,0.614036601,3
0.229623901,0.093821858,1
0.589819063,0.556180593,3
0.566578719,0.619594544,3
0.614430622,0.538842454,3
0.519021851,0.818542237,2
0.655649902,0.551022471,3
0.590104831,0.534000138,3
0.58332272,0.533176037,3
0.561295703,0.600093232,3
0.542318084,0.875150303,2
0.469286232,0.834456778,2
0.596945242,0.566070115,3
0.580311824,0.577102289,3
0.560043161,0.570960826,3
0.26668436,0.162330799,1
0.2170641,0.126660364,1
0.56828956,0.53027815,3
0.631648523,0.601033938,3
0.510893996,0.782907742,2
0.586527925,0.553034158,3
0.592352558,0.526353317,3
0.540791472,0.790732289,2
0.232427693,0.139393386,1
0.219417815,0.166209616,1
0.573515874,0.81455184,2
0.240084359,0.120854998,1
0.513853576,0.85769839,2
0.484672781,0.773284326,2
0.549509164,0.543035793,3
0.591704143,0.619167278,3
0.190733271,0.104884823,1
0.549883793,0.504296855,3
0.546112556,0.517679847,3
0.650140334,0.565990357,3
0.233906714,0.114281634,1
0.196884625,0.063052289,1
0.217944714,0.130414319,1
0.232135896,0.167670695,1
0.290043046,0.133124697,1
0.219953607,0.072728168,1
0.5450408,0.803101873,2
0.242037745,0.073716863,1
0.580800749,0.563637717,3
0.509961494,0.774117357,2
0.562862367,0.522871467,3
0.231312335,0.10181887,1
0.50525176,0.821957906,2
0.516722155,0.811647766,2
0.518681937,0.809089045,2
0.200316993,0.080880791,1
0.223730553,0.09916688,1
0.230480703,0.152063822,1
0.523946287,0.814149785,2
0.54476334,0.604098215,3
0.502781055,0.875462995,2
0.580611337,0.549537358,3
0.524752125,0.809853772,2
0.216043438,0.097113373,1
0.571961071,0.531576457,3
0.591255898,0.574820167,3
0.225668793,0.120866096,1
0.582235693,0.549121853,3
0.587662075,0.556774077,3
0.219477154,0.094047608,1
0.541774138,0.836530677,2
0.29072132,0.095586499,1
0.236018023,0.109637238,1
0.579745912,0.530839108,3
0.241912563,0.089205377,1
0.634561091,0.547004645,3
0.227608771,0.127413582,1
0.232726974,0.113981422,1
0.548125195,0.517493254,3
0.50276922,0.807090853,2
0.504511761,0.813139996,2
0.538511907,0.550109227,3
0.251351289,0.163005232,1
0.556945611,0.613785151,3
0.541482305,0.529886351,3
0.222189178,0.124214411,1
0.184762701,0.060912837,1
0.510581441,0.753589151,2
0.542502484,0.578456014,3
0.261187178,0.12427145,1
0.29489877,0.124623459,1
0.539153021,0.847951105,2
0.5385623,0.824905022,2
0.547808219,0.539034336,3
0.596488415,0.531967113,3
0.514526337,0.835732144,2
0.470973666,0.76908921,2
0.522192199,0.812845845,2
0.257632327,0.158359938,1
0.552056828,0.80423505,2
0.259171904,0.119432493,1
0.218441457,0.083542199,1
0.486401976,0.862558625,2
0.553444017,0.525291825,3
0.229050996,0.141828989,1
0.472337812,0.810702655,2
0.514933583,0.797064712,2
0.577231995,0.557457998,3
0.54747317,0.537141322,3
0.209972287,0.079593821,1
0.251768966,0.129259288,1
0.516190358,0.789332878,2
0.237561992,0.153228275,1
0.606486125,0.617894442,3
0.588576401,0.559639434,3
0.627629191,0.598258393,3
0.226710749,0.113757108,1
0.585321736,0.55845672,3
0.230844763,0.176816788,1
0.460514567,0.791582957,2
0.605069827,0.575074769,3
0.295660602,0.092185726,1
0.52050858,0.842152328,2
0.471165823,0.781540212,2
0.651363268,0.571939809,3
0.568824356,0.855706724,2
0.523274066,0.811342997,2
0.173193105,0.118834731,1
0.528495063,0.829194919,2
0.21956372,0.099131458,1
0.249178588,0.06920132,1
0.482098109,0.819987234,2
0.249393082,0.114453131,1
0.1837109,0.076587483,1
0.233898866,0.112843719,1
0.590194143,0.500354223,3
0.589760919,0.557501127,3
0.231215106,0.101444747,1
0.514416768,0.811691778,2
0.600538923,0.575110563,3
0.233265749,0.100380844,1
0.558246018,0.563601433,3
0.247815479,0.120216271,1
0.224793146,0.125117616,1
0.263766807,0.14718502,1
0.281726499,0.103811139,1
0.509538971,0.805892262,2
0.513033188,0.777919228,2
0.552366707,0.535588256,3
0.263968046,0.129527774,1
0.1975714,0.055373705,1
0.504932972,0.832382562,2
0.205233736,0.089651649,1
0.21417954,0.119520541,1
0.220804963,0.130771023,1
0.209792257,0.080381669,1
0.208858994,0.096194948,1
0.499327202,0.846862799,2
0.475534855,0.857093172,2
0.249093031,0.139780477,1
0.578896731,0.564004919,3
0.566243778,0.833398019,2
0.563308584,0.592843071,3
0.598193388,0.588244176,3
0.527174712,0.751052345,2
0.237982565,0.106963943,1
0.216615462,0.101235813,1
0.221270721,0.107893378,1
0.266954111,0.164257428,1
0.172600363,0.099413173,1
0.272388728,0.148027257,1
0.600881399,0.61816391,3
0.190397818,0.082871773,1
0.249438624,0.065085767,1
0.582403311,0.785098575,2
0.553081238,0.817437998,2
0.581325522,0.548139382,3
0.577332763,0.591335275,3
0.51759281,0.76199274,2
0.583525542,0.601637276,3
0.588465297,0.528199823,3
0.501161198,0.856511747,2
0.511539031,0.835241734,2
0.619730333,0.609932861,3
0.225576207,0.111922598,1
0.227865079,0.112572774,1
0.231194254,0.167045875,1
0.511465015,0.805100045,2
0.292018111,0.108976733,1
0.538562725,0.843614212,2
0.234968979,0.161750773,1
0.549714889,0.581675007,3
0.202704547,0.102238577,1
0.523959697,0.568642911,3
0.595246422,0.549248144,3
0.583999848,0.557696053,3
0.229788882,0.120478372,1
0.565172306,0.849484072,2
0.520815935,0.816833123,2
0.581591753,0.518444248,3
0.563388204,0.773964172,2
0.216322607,0.123821077,1
0.200344401,0.109182432,1
0.595797713,0.558390462,3
0.221373164,0.08334471,1
0.480533579,0.789892444,2
0.602062467,0.54791713,3
0.499357987,0.802525928,2
0.51730993,0.802392646,2
0.235135699,0.044378616,1
0.236553641,0.135134526,1
0.571897356,0.59244077,3
0.567046984,0.57516095,3
0.571717373,0.537857215,3
0.588618644,0.570087154,3
0.194042189,0.150402587,1
0.481712848,0.867476611,2
0.60168787,0.555690309,3
0.531308633,0.5436394,3
0.610090433,0.545035311,3
0.56258009,0.521968713,3
0.566884275,0.825985937,2
0.484294216,0.826910231,2
0.241137637,0.049083318,1
0.519499533,0.821358658,2
0.234198143,0.110682826,1
0.512487061,0.808075646,2
0.555742244,0.830677577,2
0.569885249,0.788582749,2
0.525053693,0.836680883,2
0.191642203,0.086296995,1
0.263556915,0.131201415,1
0.60267112,0.52593146,3
0.630645861,0.504433246,3
0.246440797,0.108942709,1
0.260628157,0.064705999,1
0.204771209,0.116497164,1
0.276022762,0.121828407,1
0.593377753,0.613052665,3
0.200613344,0.071609211,1
0.244986375,0.100852535,1
0.279166211,0.128530825,1
0.546436836,0.754659604,2
0.574240413,0.543159839,3
0.22335235,0.139539501,1
0.583078337,0.524616076,3
0.472074243,0.856060153,2
0.611931725,0.560314478,3
0.508346915,0.804264958,2
0.570127531,0.560770831,3
0.208692357,0.100825829,1
0.565596431,0.501391922,3
0.547939702,0.766151074,2
0.267014595,0.06393516,1
0.585027844,0.506967206,3
0.629422935,0.566438773,3
0.528767371,0.813600958,2
0.567826005,0.561004581,3
0.288104219,0.098374188,1
0.232846419,0.116174487,1
0.222108674,0.173201211,1
0.257293436,0.149732655,1
0.234834487,0.122079246,1
0.559853001,0.502225901,3
0.475285763,0.82679816,2
0.628686016,0.523171914,3
0.53192948,0.80876999,2
0.536710858,0.77614511,2
0.238528806,0.148446017,1
0.258887665,0.09254038,1
0.241988392,0.055141786,1
0.224625781,0.098330231,1
0.556351505,0.799388944,2
0.529004561,0.821383809,2
0.59520899,0.557619649,3
0.240048124,0.090218782,1
0.599871707,0.567699149,3
0.229054231,0.113137268,1
0.228762945,0.101740674,1
0.222687192,0.079362778,1
0.547498737,0.553904327,3
0.595768222,0.543440059,3
0.603716888,0.58577445,3
0.231410208,0.110484906,1
0.239362013,0.062885685,1
0.290474995,0.122517297,1
0.54138231,0.819281777,2
0.537215991,0.799775844,2
0.520439284,0.805339052,2
0.564426181,0.607121592,3
0.281228796,0.098787116,1
0.219013672,0.13974081,1
0.253347457,0.148812461,1
0.534487342,0.815567083,2
0.172859566,0.113683185,1
0.536422241,0.804942539,2
0.559842846,0.833420341,2
0.571414293,0.516762157,3
0.196857656,0.125360689,1
0.244036049,0.11834894,1
0.538249733,0.765539641,2
0.507823124,0.797788367,2
0.633675118,0.519053688,3
0.208162726,0.119116838,1
0.566685957,0.566316879,3
0.510016209,0.777514708,2
0.521356242,0.842205479,2
0.517525735,0.802094593,2
0.284238471,0.129251886,1
0.587323722,0.529300098,3
0.521309884,0.804824,2
0.573321591,0.621526156,3
0.28204706,0.123522438,1
0.560439555,0.866899578,2
0.499324922,0.764631888,2
0.222707423,0.105995493,1
0.558612586,0.866881331,2
0.633238341,0.58963748,3
0.211265713,0.106088708,1
0.209171653,0.146159035,1
0.578010541,0.816418091,2
0.55428667,0.608467776,3
0.580205112,0.802266913,2
0.591909811,0.595806104,3
0.528278644,0.816269474,2
0.566577216,0.531159434,3
0.227311632,0.110040106,1
0.544826142,0.606498924,3
0.585296217,0.562410662,3
0.562761605,0.503363547,3
0.579163497,0.798932932,2
0.180298797,0.154489666,1
0.221104503,0.117208832,1
0.270564442,0.139998173,1
0.615025219,0.553114494,3
0.551992002,0.793263505,2
0.564723843,0.529870025,3
0.631233143,0.552604202,3
0.48257044,0.763912229,2
0.251119835,0.077456599,1
0.506169172,0.790816268,2
0.188072074,0.073926673,1
0.578733927,0.577013525,3
0.65051638,0.583001058,3
0.625413299,0.500166298,3
0.6016784,0.548863822,3
0.27002373,0.096004731,1
0.613087079,0.553903141,3
0.564028129,0.589066992,3
0.492256149,0.805434955,2
0.231585253,0.116905522,1
0.502573023,0.783016968,2
0.512061389,0.872587272,2
0.572784255,0.594950881,3
0.279043089,0.12709465,1
0.257856212,0.1298289,1
0.254048531,0.063697436,1
0.58903554,0.570546899,3
0.294504823,0.107766557,1
0.255203296,0.113789109,1
0.504044149,0.802786226,2
0.520700998,0.831952723,2
0.241837523,0.122078119,1
0.237594275,0.177320698,1
0.604002706,0.576622694,3
0.246416554,0.170999801,1
0.544804883,0.804796356,2
0.228634193,0.106572583,1
0.621644566,0.523632531,3
0.587123654,0.588918792,3
0.579892551,0.555544387,3
0.263472562,0.095932111,1
0.577270871,0.812339666,2
0.237035896,0.148023368,1
0.270701098,0.122005274,1
0.539665545,0.817702409,2
0.578567223,0.786315255,2
0.525790202,0.824938371,2
0.59647276,0.531870356,3
0.511794455,0.800981401,2
0.594879787,0.588604918,3
0.505105164,0.780293882,2
0.573302908,0.575981346,3
0.563988347,0.516890571,3
0.234067669,0.097325584,1
0.180993463,0.096772731,1
0.528298359,0.578089245,3
0.519290569,0.813662678,2
0.2142797,0.135140244,1
0.221541765,0.061787063,1
0.578587081,0.777772854,2
0.226968659,0.106662326,1
0.614940456,0.577140504,3
0.588002907,0.520431015,3
0.242678235,0.125888609,1
0.587823601,0.602312205,3
0.633716209,0.515214893,3
0.239643151,0.13843234,1
0.201674087,0.157894108,1
0.472749261,0.856499849,2
0.236358628,0.178443915,1
0.256455069,0.128455616,1
0.201927103,0.083433216,1
0.23081222,0.103753788,1
0.293423517,0.137461026,1
0.599944174,0.592537296,3
0.563913045,0.79894278,2
0.234855307,0.094362751,1
0.262705359,0.098354478,1
0.232019561,0.064331925,1
0.261637078,0.098701576,1
0.481621239,0.764581372,2
0.230993328,0.112721976,1
0.21730816,0.095874215,1
0.537773838,0.528588177,3
0.276274077,0.150501197,1
